ENSEMBL Gene ID	Gene symbol	siUPF1LL vs NT log2(fold change)	False discovery rate (FDR)
ENSG00000197119	SLC25A29	0.356994789	1.20E-02
ENSG00000197121	PGAP1	0.186734127	0.024160858
ENSG00000197122	SRC	0.165033694	0.131593288
ENSG00000197124	ZNF682	-0.093421383	0.741205545
ENSG00000197128	ZNF772	-1.219594616	5.75E-09
ENSG00000197136	PCNXL3	0.490391794	4.17E-07
ENSG00000197147	LRRC8B	-0.256860105	0.003798038
ENSG00000197150	ABCB8	0.138952318	0.059795741
ENSG00000197153	HIST1H3J	-1.351717757	4.93E-12
ENSG00000197157	SND1	-0.320960218	1.59E-06
ENSG00000197162	ZNF785	0.359407599	0.240847219
ENSG00000197170	PSMD12	-0.060081652	0.403355203
ENSG00000197183	C20orf112	0.603557509	2.24E-04
ENSG00000197191	C9orf169	0.128312934	6.73E-01
ENSG00000197217	ENTPD4	0.582321159	6.15E-08
ENSG00000197223	C1D	-0.35160617	0.002990242
ENSG00000197226	TBC1D9B	0.479812124	8.54E-08
ENSG00000197256	KANK2	0.375281692	3.02617E-05
ENSG00000197261	C6orf141	0.001309629	9.97E-01
ENSG00000197265	GTF2E2	0.044775803	0.569891287
ENSG00000197275	RAD54B	-0.23379104	1.00E-01
ENSG00000197279	ZNF165	-0.598341687	0.008073777
ENSG00000197283	SYNGAP1	0.7718443	4.90526E-05
ENSG00000197296	FITM2	0.274724597	0.001499233
ENSG00000197299	BLM	-0.413751774	1.13E-06
ENSG00000197302	ZNF720	-0.093297143	0.507104294
ENSG00000197312	DDI2	-0.709450692	1.46E-09
ENSG00000197321	SVIL	-0.061405702	0.513927701
ENSG00000197323	TRIM33	0.010888661	8.75E-01
ENSG00000197324	LRP10	0.661088083	2.26E-08
ENSG00000197329	PELI1	-0.098602004	2.90E-01
ENSG00000197332	ZNF833P	0.185769851	0.516679867
ENSG00000197343	ZNF655	-0.32217508	7.06348E-05
ENSG00000197345	MRPL21	-0.745603487	1.84E-09
ENSG00000197355	UAP1L1	1.843162342	1.04E-10
ENSG00000197362	ZNF786	0.288102582	0.012666129
ENSG00000197363	ZNF517	0.484857886	0.002978575
ENSG00000197372	ZNF675	-0.035519622	7.64E-01
ENSG00000197375	SLC22A5	-1.0545561	1.01E-08
ENSG00000197380	DACT3	0.632828058	0.001159769
ENSG00000197381	ADARB1	0.149360914	0.081673489
ENSG00000197386	HTT	-0.334418407	0.000123196
ENSG00000197409	HIST1H3D	-0.490981721	1.69E-01
ENSG00000197410	DCHS2	0.43754235	0.025103208
ENSG00000197417	SHPK	-0.340389654	0.012358757
ENSG00000197429	IPP	0.243152518	0.022083553
ENSG00000197442	MAP3K5	0.019496575	0.819738025
ENSG00000197444	OGDHL	0.766178803	1.09E-06
ENSG00000197448	GSTK1	-0.057853547	0.406816672
ENSG00000197451	HNRNPAB	-0.215754609	0.000312646
ENSG00000197457	STMN3	0.189603723	0.039091301
ENSG00000197461	PDGFA	0.360556127	8.27E-02
ENSG00000197467	COL13A1	-0.160272063	0.530995903
ENSG00000197472	ZNF695	0.671219592	0.000302012
ENSG00000197483	ZNF628	0.240079304	0.211651401
ENSG00000197498	RPF2	-0.698616575	5.82E-10
ENSG00000197530	MIB2	-0.072910043	0.445896942
ENSG00000197535	MYO5A	-0.006154809	0.932997671
ENSG00000197548	ATG7	-0.311354532	0.000551986
ENSG00000197555	SIPA1L1	0.002174026	9.86E-01
ENSG00000197557	TTC30A	-0.046035195	0.684298733
ENSG00000197562	RAB40C	0.370283132	0.000414768
ENSG00000197563	PIGN	-0.249509239	0.002179648
ENSG00000197565	COL4A6	0.202156264	0.016496232
ENSG00000197566	ZNF624	0.713848871	3.35E-06
ENSG00000197568	HHLA3	-0.44869457	0.082718949
ENSG00000197576	HOXA4	-0.40458504	0.121001215
ENSG00000197579	TOPORS	-0.547217055	1.66E-07
ENSG00000197586	ENTPD6	-0.079299466	3.12E-01
ENSG00000197594	ENPP1	0.290346299	4.42068E-05
ENSG00000197601	FAR1	-0.016433602	0.861548909
ENSG00000197603	C5orf42	0.186415676	9.10E-03
ENSG00000197608	ZNF841	-0.515940051	0.000513566
ENSG00000197619	ZNF615	-0.272652335	0.010023867
ENSG00000197620	CXorf40A	-0.452661396	7.39761E-05
ENSG00000197622	CDC42SE1	0.136612602	0.014368864
ENSG00000197635	DPP4	0.124754863	0.608338214
ENSG00000197647	ZNF433	-0.183336199	0.520229779
ENSG00000197694	SPTAN1	0.11662947	0.027709818
ENSG00000197696	NMB	0.484622948	0.000401549
ENSG00000197701	ZNF595	-0.182631292	0.168799078
ENSG00000197702	PARVA	-0.059261845	0.552904793
ENSG00000197705	KLHL14	0.283953447	0.130043845
ENSG00000197712	FAM114A1	1.092371106	1.68E-08
ENSG00000197713	RPE	-0.439829963	1.76E-06
ENSG00000197714	ZNF460	-0.816256031	2.01E-09
ENSG00000197724	PHF2	0.145654113	0.026998062
ENSG00000197728	RPS26	-0.586241692	1.03E-09
ENSG00000197746	PSAP	0.819015011	5.25E-12
ENSG00000197747	S100A10	0.711583697	5.86E-08
ENSG00000197748	WDR96	-0.883892727	0.015923266
ENSG00000197756	RPL37A	-0.372274782	1.55E-07
ENSG00000197757	HOXC6	0.65401348	5.95E-05
ENSG00000197763	TXNRD3	-0.12686774	3.16E-01
ENSG00000197766	CFD	0.06732949	0.806109162
ENSG00000197771	MCMBP	-0.463991804	6.20E-08
ENSG00000197774	EME2	-0.296805594	0.001443148
ENSG00000197779	ZNF81	0.040746257	0.714529973
ENSG00000197780	TAF13	0.342895701	0.00064871
ENSG00000197782	ZNF780A	-0.523935357	3.20E-06
ENSG00000197785	ATAD3A	0.168520335	0.016394078
ENSG00000197798	FAM118B	0.131445699	0.153281023
ENSG00000197808	ZNF461	-0.788962178	0.000563632
ENSG00000197818	SLC9A8	-0.144362311	0.142586504
ENSG00000197822	OCLN	0.255081934	0.006124974
ENSG00000197837	HIST4H4	-0.359426301	0.00011495
ENSG00000197841	ZNF181	-0.623619004	3.93777E-05
ENSG00000197846	HIST1H2BF	-0.333431241	0.000397889
ENSG00000197852	FAM212B	0.56416499	0.005231382
ENSG00000197857	ZNF44	0.287191794	0.031241745
ENSG00000197858	GPAA1	0.004129611	0.965341741
ENSG00000197860	SGTB	-0.804937076	8.12E-09
ENSG00000197863	ZNF790	-1.07358666	2.46E-06
ENSG00000197879	MYO1C	0.454963834	8.32E-06
ENSG00000197885	NKIRAS1	-0.420616229	0.001830069
ENSG00000197892	KIF13B	0.520963153	1.27E-05
ENSG00000197894	ADH5	-0.487752104	6.83E-08
ENSG00000197903	HIST1H2BK	-0.242457798	2.60E-04
ENSG00000197905	TEAD4	0.021728191	0.82997252
ENSG00000197912	SPG7	-0.146075041	0.039392421
ENSG00000197927	C2orf27A	-0.053854584	7.86E-01
ENSG00000197930	ERO1L	-0.411371516	6.69E-06
ENSG00000197933	ZNF823	0.37740394	0.002640807
ENSG00000197943	PLCG2	0.157579225	0.2467899
ENSG00000197948	FCHSD1	0.852398586	3.31E-07
ENSG00000197951	ZNF71	-0.564432083	1.73E-04
ENSG00000197958	RPL12	-0.250593403	7.69E-06
ENSG00000197959	DNM3	0.236006118	0.109895773
ENSG00000197961	ZNF121	-0.668800452	4.02E-09
ENSG00000197965	MPZL1	-0.850505037	1.46E-10
ENSG00000197969	VPS13A	0.39237883	3.43E-06
ENSG00000197971	MBP	-0.550770034	0.049560189
ENSG00000197976	AKAP17A	-0.05444905	4.97E-01
ENSG00000197977	ELOVL2	-0.230879515	5.45E-03
ENSG00000197982	C1orf122	-0.191856987	2.23E-02
ENSG00000197989	SNHG12	0.235130857	0.072791708
ENSG00000198000	NOL8	-0.203090474	0.003824219
ENSG00000198001	IRAK4	0.369422826	0.005829611
ENSG00000198003	CCDC151	0.630783424	0.073717698
ENSG00000198015	MRPL42	-0.090928273	0.26053369
ENSG00000198018	ENTPD7	-0.02666715	0.715720743
ENSG00000198026	ZNF335	0.156677028	0.047407914
ENSG00000198034	RPS4X	-0.559484224	5.85E-11
ENSG00000198039	ZNF273	0.073600774	0.470320795
ENSG00000198042	MAK16	-0.561299545	2.73E-07
ENSG00000198053	SIRPA	0.559561719	0.001125174
ENSG00000198055	GRK6	-0.120478846	5.70E-02
ENSG00000198056	PRIM1	-0.428343149	7.08E-06
ENSG00000198060	5-Mar-16	0.452056747	1.45E-04
ENSG00000198081	ZBTB14	-0.388055254	0.000398596
ENSG00000198087	CD2AP	-0.234261248	0.007119779
ENSG00000198088	NUP62CL	0.847692495	7.62E-08
ENSG00000198089	SFI1	0.429167038	0.000441388
ENSG00000198093	ZNF649	-0.812748332	7.56E-07
ENSG00000198105	ZNF248	0.154672065	0.093125916
ENSG00000198108	CHSY3	-0.301329733	6.75E-02
ENSG00000198113	TOR4A	-1.172900519	0.001063726
ENSG00000198121	LPAR1	0.018781097	9.13E-01
ENSG00000198130	HIBCH	0.069939592	0.445293667
ENSG00000198131	ZNF544	-0.56673397	0.114938364
ENSG00000198133	TMEM229B	0.118896452	0.705592903
ENSG00000198142	SOWAHC	-0.643233262	1.69998E-05
ENSG00000198146	ZNF770	-0.537116514	3.59E-06
ENSG00000198157	HMGN5	0.034271571	0.875422706
ENSG00000198160	MIER1	-0.042386781	0.631161735
ENSG00000198162	MAN1A2	0.04763376	0.412901957
ENSG00000198168	SVIP	0.271977716	1.97E-02
ENSG00000198169	ZNF251	-0.314876738	0.023561259
ENSG00000198171	DDRGK1	-0.556399828	3.29E-07
ENSG00000198176	TFDP1	-0.329755214	2.63885E-05
ENSG00000198182	ZNF607	-0.688270395	0.000017703
ENSG00000198189	HSD17B11	0.163227494	0.023289941
ENSG00000198198	SZT2	0.41479247	1.30E-04
ENSG00000198205	ZXDA	-0.620831515	0.001180306
ENSG00000198208	RPS6KL1	-0.061673058	0.601999312
ENSG00000198218	QRICH1	-0.159973668	0.004683961
ENSG00000198231	DDX42	-0.34358841	5.28416E-05
ENSG00000198242	RPL23A	-0.089299469	0.058617084
ENSG00000198246	SLC29A3	-0.236971821	0.193478573
ENSG00000198252	STYX	-0.354898729	0.002746753
ENSG00000198258	UBL5	-0.396619043	3.12324E-05
ENSG00000198265	HELZ	0.29276233	1.82011E-05
ENSG00000198270	TMEM116	-0.260767968	0.184578062
ENSG00000198276	UCKL1	-0.011035465	0.925641945
ENSG00000198298	ZNF485	-0.376574311	0.009128161
ENSG00000198301	SDAD1	-0.446717426	1.11E-06
ENSG00000198315	ZKSCAN8	-0.152722409	0.022332127
ENSG00000198324	FAM109A	0.086841026	0.461492583
ENSG00000198331	HYLS1	-0.707420516	1.33289E-05
ENSG00000198346	ZNF813	-0.378299346	6.82E-02
ENSG00000198353	HOXC4	0.483609414	0.041713613
ENSG00000198355	PIM3	0.138536378	0.036955657
ENSG00000198356	ASNA1	0.234852718	0.001144559
ENSG00000198363	ASPH	0.028752425	0.647730073
ENSG00000198366	HIST1H3A	-1.136166326	9.48E-12
ENSG00000198369	SPRED2	0.379142977	0.000739928
ENSG00000198373	WWP2	0.702193913	7.90E-08
ENSG00000198374	HIST1H2AL	-1.537853661	2.43E-12
ENSG00000198380	GFPT1	-0.05527154	4.19E-01
ENSG00000198382	UVRAG	-0.040973761	0.626205275
ENSG00000198399	ITSN2	0.147653618	2.91E-02
ENSG00000198408	MGEA5	0.286893626	2.50E-05
ENSG00000198420	FAM115A	-0.601071878	2.86E-07
ENSG00000198431	TXNRD1	0.26869373	1.04232E-05
ENSG00000198435	NRARP	0.243354371	0.033426698
ENSG00000198440	ZNF583	-0.934343891	2.19546E-05
ENSG00000198453	ZNF568	-1.55098603	4.29E-09
ENSG00000198455	ZXDB	-0.33491825	0.006803045
ENSG00000198464	ZNF480	-0.553881835	4.70E-06
ENSG00000198466	ZNF587	-0.533837482	6.52767E-05
ENSG00000198467	TPM2	0.524452001	1.80E-03
ENSG00000198468	FLVCR1-AS1	-0.195398136	0.522138671
ENSG00000198477	ZNF280B	0.315651603	1.10E-03
ENSG00000198478	SH3BGRL2	0.106972927	0.16195854
ENSG00000198482	ZNF808	-0.826555635	0.001493562
ENSG00000198492	YTHDF2	-0.050493857	0.414630914
ENSG00000198496	NBR2	-0.148223578	0.56508094
ENSG00000198498	TMA16	-0.432120195	0.000517561
ENSG00000198513	ATL1	0.623180491	0.000334922
ENSG00000198517	MAFK	0.325023219	0.078320725
ENSG00000198518	HIST1H4E	-0.240907703	0.000224263
ENSG00000198522	GPN1	-0.390052735	3.10051E-05
ENSG00000198538	ZNF28	-0.350896363	0.000807082
ENSG00000198546	ZNF511	-0.442496464	6.08914E-05
ENSG00000198551	ZNF627	-0.268745364	0.017612417
ENSG00000198554	WDHD1	-0.086149438	0.169204487
ENSG00000198556	ZNF789	-0.03549218	0.841966341
ENSG00000198561	CTNND1	0.052228267	0.30687347
ENSG00000198563	DDX39B	0.077246675	0.283306013
ENSG00000198576	ARC	0.890330431	0.002173622
ENSG00000198585	NUDT16	-0.188891654	0.041099562
ENSG00000198586	TLK1	0.493639151	6.56E-06
ENSG00000198589	LRBA	-0.428489917	3.57E-07
ENSG00000198597	ZNF536	0.429321877	0.003694622
ENSG00000198598	MMP17	0.268972038	0.26017766
ENSG00000198604	BAZ1A	-0.057545695	3.36E-01
ENSG00000198612	COPS8	-0.047885265	4.02E-01
ENSG00000198624	CCDC69	0.335856405	0.003599545
ENSG00000198625	MDM4	-0.180156564	0.016963753
ENSG00000198626	RYR2	0.249387935	0.023744266
ENSG00000198642	KLHL9	-0.026817208	0.703249778
ENSG00000198646	NCOA6	0.486729105	5.98077E-05
ENSG00000198648	STK39	0.140184543	0.067355028
ENSG00000198663	C6orf89	-0.040241248	0.496320683
ENSG00000198668	CALM1	0.187674519	0.000369899
ENSG00000198677	TTC37	0.01786527	0.745616905
ENSG00000198680	TUSC1	-0.187704819	0.084412272
ENSG00000198682	PAPSS2	0.467753377	0.000042853
ENSG00000198689	SLC9A6	-0.290667684	0.000633855
ENSG00000198690	FAN1	0.292645379	0.001164196
ENSG00000198695	MT-ND6	0.70686295	0.000089804
ENSG00000198700	IPO9	-0.036654441	0.523038944
ENSG00000198707	CEP290	-0.048516301	0.508177608
ENSG00000198712	MT-CO2	0.367699731	6.80E-07
ENSG00000198715	C1orf85	0.216210365	0.003793573
ENSG00000198718	FAM179B	-0.439736194	1.76136E-05
ENSG00000198719	DLL1	-0.190201763	0.314296647
ENSG00000198720	ANKRD13B	0.178083106	4.53E-02
ENSG00000198721	ECI2	-0.353727748	2.41206E-05
ENSG00000198722	UNC13B	0.029643313	0.600817959
ENSG00000198727	MT-CYB	0.466036591	1.63E-06
ENSG00000198728	LDB1	0.129835998	0.106618569
ENSG00000198729	PPP1R14C	0.089052051	0.234794825
ENSG00000198730	CTR9	-0.907751844	2.97E-10
ENSG00000198732	SMOC1	0.153872578	7.06E-02
ENSG00000198736	MSRB1	0.241162573	0.020922305
ENSG00000198740	ZNF652	-0.119014328	0.062619718
ENSG00000198742	SMURF1	0.307883097	8.71E-04
ENSG00000198746	GPATCH3	0.14814333	0.192733487
ENSG00000198752	CDC42BPB	0.09195923	0.134549456
ENSG00000198755	RPL10A	-0.458887905	4.56E-09
ENSG00000198756	COLGALT2	-1.115286853	5.13E-06
ENSG00000198763	MT-ND2	0.982528594	2.13E-08
ENSG00000198780	FAM169A	-0.472684972	2.53877E-05
ENSG00000198783	ZNF830	-0.115732714	2.38E-01
ENSG00000198786	MT-ND5	0.980407946	2.83E-08
ENSG00000198791	CNOT7	-0.30302797	3.65E-05
ENSG00000198792	TMEM184B	-0.096754567	0.110417892
ENSG00000198793	MTOR	-0.065106252	0.17121874
ENSG00000198794	SCAMP5	0.434203505	1.98E-04
ENSG00000198795	ZNF521	0.087137053	0.412140158
ENSG00000198799	LRIG2	0.213464144	0.00284203
ENSG00000198804	MT-CO1	0.604290753	9.38E-09
ENSG00000198805	PNP	-0.375240461	6.38E-06
ENSG00000198807	PAX9	0.010379713	0.947679757
ENSG00000198814	GK	-0.047498479	0.631164493
ENSG00000198815	FOXJ3	0.297615361	1.09E-04
ENSG00000198816	ZNF358	0.02422803	8.33E-01
ENSG00000198818	SFT2D1	-0.113686674	0.112417615
ENSG00000198824	CHAMP1	-0.300529674	0.008056195
ENSG00000198825	INPP5F	-0.037627275	0.694185043
ENSG00000198826	ARHGAP11A	-0.052749629	0.412388646
ENSG00000198830	HMGN2	-0.387637252	1.06E-07
ENSG00000198832	SELM	0.424820786	0.000239421
ENSG00000198833	UBE2J1	-0.298430362	0.000173674
ENSG00000198835	GJC2	-1.079115504	0.004480245
ENSG00000198836	OPA1	-0.478590127	2.62E-08
ENSG00000198837	DENND4B	0.400616181	0.00040785
ENSG00000198838	RYR3	-0.129316112	0.696486665
ENSG00000198839	ZNF277	-0.191774922	0.030609605
ENSG00000198840	MT-ND3	0.873957722	1.44E-09
ENSG00000198841	KTI12	-0.140947043	0.188117551
ENSG00000198843	SELT	-0.674226244	1.11E-08
ENSG00000198853	RUSC2	0.229709513	0.049876782
ENSG00000198855	FICD	-0.153342668	2.70E-01
ENSG00000198856	OSTC	-0.070579269	0.246545824
ENSG00000198858	R3HDM4	0.273134738	2.46E-03
ENSG00000198860	TSEN15	-0.433668369	1.47418E-05
ENSG00000198862	LTN1	0.196797306	0.001819016
ENSG00000198863	RUNDC1	-0.110123116	0.241990308
ENSG00000198870	C9orf96	0.409395093	0.205263739
ENSG00000198873	GRK5	0.889449396	3.30E-07
ENSG00000198874	TYW1	-0.235021049	0.005952645
ENSG00000198876	DCAF12	-0.068552396	0.230991661
ENSG00000198879	SFMBT2	0.069638538	0.298028126
ENSG00000198886	MT-ND4	0.868147251	7.82E-08
ENSG00000198887	SMC5	0.111407551	0.097742013
ENSG00000198888	MT-ND1	0.770781609	3.51E-08
ENSG00000198890	PRMT6	-0.1874715	0.029665355
ENSG00000198894	CIPC	0.167827685	2.79E-02
ENSG00000198898	CAPZA2	0.147695729	0.046167351
ENSG00000198899	MT-ATP6	0.775692384	7.87E-08
ENSG00000198900	TOP1	-0.289966633	0.000470969
ENSG00000198901	PRC1	-0.217052442	0.000119769
ENSG00000198908	BHLHB9	0.08610095	0.410581853
ENSG00000198909	MAP3K3	0.140665065	3.47E-02
ENSG00000198911	SREBF2	0.388282932	6.78E-07
ENSG00000198912	C1orf174	0.028409366	0.805089167
ENSG00000198914	POU3F3	0.47823061	5.99E-06
ENSG00000198915	RASGEF1A	0.215877491	0.046179864
ENSG00000198917	C9orf114	0.169150723	3.03E-02
ENSG00000198918	RPL39	-0.1199604	0.075825941
ENSG00000198919	DZIP3	-0.14257161	2.44E-02
ENSG00000198920	KIAA0753	-0.125952263	0.10417683
ENSG00000198924	DCLRE1A	-0.26664289	0.000599341
ENSG00000198925	ATG9A	0.186981886	0.013733749
ENSG00000198929	NOS1AP	0.626087225	0.003942541
ENSG00000198931	APRT	-0.052870914	0.454554473
ENSG00000198932	GPRASP1	0.014573813	0.972848866
ENSG00000198933	TBKBP1	0.047911054	0.640427857
ENSG00000198937	CCDC167	-0.263064269	0.001772732
ENSG00000198938	MT-CO3	0.275233667	0.000073095
ENSG00000198944	SOWAHA	0.370438304	0.025415383
ENSG00000198945	L3MBTL3	-0.796740426	6.12E-06
ENSG00000198947	DMD	0.242354505	0.006627002
ENSG00000198948	MFAP3L	-1.51914286	5.64E-10
ENSG00000198951	NAGA	0.198752418	0.005206541
ENSG00000198952	SMG5	-0.230239021	6.87E-05
ENSG00000198954	KIAA1279	-0.425657641	1.63E-06
ENSG00000198959	TGM2	0.734957797	3.75E-03
ENSG00000198960	ARMCX6	0.271514843	0.017982067
ENSG00000198961	PJA2	0.348676458	2.80414E-05
ENSG00000198964	SGMS1	0.357906628	4.38E-04
ENSG00000199347	RNU5E-1	0.528987883	0.008846953
ENSG00000199377	RNU5F-1	-0.762242596	0.00628414
ENSG00000199568	RNU5A-1	-0.088437456	0.596525153
ENSG00000199753	SNORD104	-0.318801268	0.348504103
ENSG00000200087	SNORA73B	-0.176200357	0.016547562
ENSG00000200156	RNU5B-1	0.364769604	0.022923441
ENSG00000200169	RNU5D-1	-0.429609468	0.089031575
ENSG00000200312	RN7SKP255	0.358007973	0.000972696
ENSG00000200354	SNORA71D	0.411256276	0.111350442
ENSG00000200488	RN7SKP203	0.367158092	0.000276816
ENSG00000200534	SNORA33	-0.257407692	0.376237735
ENSG00000200792	SNORA80	-0.278936056	0.360149597
ENSG00000200795	RNU4-1	0.005460265	0.977086328
ENSG00000200816	SNORA38	0.191374763	0.396962808
ENSG00000200913	SNORD46	-0.368592698	0.111628709
ENSG00000200959	SNORA74A	-0.019965087	0.903252732
ENSG00000200972	RNU5A-8P	-1.076498672	0.008125801
ENSG00000200997	RNU1-85P	-1.604374032	0.000261388
ENSG00000201098	RNY1	0.604410569	0.001172439
ENSG00000201302	SNORA65	-0.628435052	0.038669962
ENSG00000201428	RN7SKP71	-0.921839577	0.386655833
ENSG00000201512	SNORA71C	-0.180913492	0.379287812
ENSG00000201558	RNVU1-6	-1.609557998	2.16268E-05
ENSG00000201592	snoU2_19	-0.071573528	0.667528888
ENSG00000201772	SNORA5C	-0.248588142	0.336616867
ENSG00000201793	RN7SKP9	0.385056706	0.11869913
ENSG00000201882	snoU2-30	-0.370535863	0.229114542
ENSG00000201998	SNORA23	0.369913054	0.022583409
ENSG00000202058	RN7SKP80	0.515253985	0.029801687
ENSG00000202198	RN7SK	0.440050212	6.66E-10
ENSG00000202337	RNU6-8	0.561669746	0.006248347
ENSG00000202408	RNU1-122P	-1.050081779	0.002185535
ENSG00000202496	RNVU1-20	-0.816212054	0.00422387
ENSG00000202512	RN7SKP230	0.895340949	1.50E-02
ENSG00000202515	VTRNA1-3	0.708676453	0.000021456
ENSG00000202538	RNU4-2	0.612901298	0.000906733
ENSG00000203279	RP11-498P14.5	-0.191382609	0.508193169
ENSG00000203326	ZNF525	-0.467478383	0.025178631
ENSG00000203362	RP3-337H4.8	1.045285646	8.81963E-05
ENSG00000203441	LINC00449	0.39701807	0.215843056
ENSG00000203485	INF2	0.29927229	0.00166848
ENSG00000203497	PDCD4-AS1	-0.770577212	0.042069461
ENSG00000203499	FAM83H-AS1	0.000517084	0.999008469
ENSG00000203644	AC083799.1	0.272937331	0.187989336
ENSG00000203666	EFCAB2	-0.215042044	0.340162158
ENSG00000203667	COX20	0.080840175	0.731798114
ENSG00000203668	CHML	0.658130473	2.12E-08
ENSG00000203685	C1orf95	-0.903605079	0.00533307
ENSG00000203705	TATDN3	0.214610872	0.009878778
ENSG00000203706	SERTAD4-AS1	0.017683781	0.953407004
ENSG00000203709	C1orf132	0.43428814	7.36E-02
ENSG00000203724	C1orf53	-0.603974864	0.011225143
ENSG00000203727	SAMD5	0.376247735	0.008022449
ENSG00000203739	RP11-296O14.3	0.442307143	0.201180302
ENSG00000203760	CENPW	-0.261951148	0.004669105
ENSG00000203761	MSTO2P	0.111573767	0.768637684
ENSG00000203772	SPRN	0.412837017	0.078345493
ENSG00000203778	FAM229B	-0.019992168	0.876200909
ENSG00000203791	METTL10	0.20008517	0.078752742
ENSG00000203805	PPAPDC1A	0.29992192	0.187440371
ENSG00000203811	HIST2H3C	-0.301131149	0.385709471
ENSG00000203812	HIST2H2AA4	-0.320879158	0.467416439
ENSG00000203813	HIST1H3H	-1.052515311	2.34E-11
ENSG00000203814	HIST2H2BF	-0.252521802	0.000371339
ENSG00000203832	NBPF20	0.644718755	0.001248932
ENSG00000203852	HIST2H3A	-0.828892923	0.031691282
ENSG00000203865	ATP1A1OS	0.057558085	8.29E-01
ENSG00000203867	RBM20	0.608547332	8.33E-06
ENSG00000203875	SNHG5	-0.241848346	0.000772802
ENSG00000203877	RIPPLY2	-1.10933359	0.017791254
ENSG00000203879	GDI1	0.649269529	6.66E-10
ENSG00000203880	PCMTD2	-0.840174426	1.23E-08
ENSG00000203896	LIME1	0.620955587	0.059749583
ENSG00000203950	FAM127B	0.188343389	0.043465838
ENSG00000203965	EFCAB7	-0.008686526	9.47E-01
ENSG00000203993	C9orf37	0.034294606	7.89E-01
ENSG00000203995	ZYG11A	-0.171245207	0.06623553
ENSG00000204054	LINC00963	-0.504269941	0.000496476
ENSG00000204060	FOXO6	0.041629152	0.890771633
ENSG00000204070	SYS1	-0.218236946	0.018916436
ENSG00000204084	INPP5B	0.693893737	7.56E-08
ENSG00000204103	MAFB	-0.457958414	0.007703535
ENSG00000204104	TRAF3IP1	-0.096028889	0.329744072
ENSG00000204116	CHIC1	-0.164359115	0.264481251
ENSG00000204120	GIGYF2	0.104703451	6.25E-02
ENSG00000204128	C2orf72	0.560435433	0.000584506
ENSG00000204130	RUFY2	0.031959802	0.738112791
ENSG00000204138	PHACTR4	0.537770847	3.77E-07
ENSG00000204147	ASAH2B	0.17519736	0.301270284
ENSG00000204149	AGAP6	0.194101288	0.383916133
ENSG00000204160	ZDHHC18	0.008299644	0.915913416
ENSG00000204176	SYT15	-0.199106501	4.98E-01
ENSG00000204178	TMEM57	0.121138154	0.078380493
ENSG00000204186	ZDBF2	0.104799043	0.107460832
ENSG00000204209	DAXX	-0.195292483	0.004683318
ENSG00000204217	BMPR2	0.065082049	0.377891533
ENSG00000204220	PFDN6	-0.638153442	2.06E-07
ENSG00000204227	RING1	-0.099254066	0.242904672
ENSG00000204228	HSD17B8	0.127997007	0.567140756
ENSG00000204231	RXRB	0.080138649	0.384477235
ENSG00000204237	OXLD1	-0.339956824	3.42E-03
ENSG00000204248	COL11A2	0.236428097	0.461333564
ENSG00000204252	HLA-DOA	-0.547616148	0.001487177
ENSG00000204253	HNRNPCP2	-0.611590837	0.008282904
ENSG00000204256	BRD2	-0.423650652	8.91E-09
ENSG00000204262	COL5A2	-0.026516494	0.804294041
